Date,Type,Registration,Operator,Fatalities,Location,Cat
04-JUL-1993,Fokker F-28 Fellowship 3000,3D-ALN,04-JUL-1993,0.0,Johannesburg...,H2
05-JUL-1993,Ilyushin Il-114,RA-54001,05-JUL-1993,5.0,Ramenskoye,A1
06-JUL-1993,CASA C-212-A62 Aviocar 200,TDF-01,06-JUL-1993,2.0,Mthatha,A1
08-JUL-1993,Ilyushin Il-76M,RA-86039,08-JUL-1993,11.0,near Pskov Airpor...,A1
10-JUL-1993,Hawker Siddeley HS-748,C-FAGI,10-JUL-1993,0.0,Big Sand Lak...,A2
15-JUL-1993,Beech 300 Super King Air,VT-EQM,15-JUL-1993,4.0,near Bombay-Sahar...,A1
18-JUL-1993,Boeing 737-2H6,N401SH,18-JUL-1993,0.0,Managua-Augu...,A1
20-JUL-1993,Cessna T-47A Citation II,N12756,20-JUL-1993,0.0,Topeka-Forbe...,O1
20-JUL-1993,Cessna T-47A Citation II,N12761,20-JUL-1993,0.0,Topeka-Forbe...,O1
20-JUL-1993,Cessna T-47A Citation II,N12564,20-JUL-1993,0.0,Topeka-Forbe...,O1
20-JUL-1993,Cessna T-47A Citation II,N12855,20-JUL-1993,0.0,Topeka-Forbe...,O1
20-JUL-1993,Cessna T-47A Citation II,N12763,20-JUL-1993,0.0,Topeka-Forbe...,O1
20-JUL-1993,Cessna T-47A Citation II,N12660,20-JUL-1993,0.0,Topeka-Forbe...,O1
20-JUL-1993,Cessna T-47A Citation II,N12557,20-JUL-1993,0.0,Topeka-Forbe...,O1
20-JUL-1993,Cessna T-47A Citation II,N12762,20-JUL-1993,0.0,Topeka-Forbe...,O1
20-JUL-1993,Cessna T-47A Citation II,N12859,20-JUL-1993,0.0,Topeka-Forbe...,O1
20-JUL-1993,Cessna T-47A Citation II,N12967,20-JUL-1993,0.0,Topeka-Forbe...,O1
20-JUL-1993,Cessna T-47A Citation II,N12669,20-JUL-1993,0.0,Topeka-Forbe...,O1
20-JUL-1993,Cessna T-47A Citation II,N12058,20-JUL-1993,0.0,Topeka-Forbe...,O1
20-JUL-1993,Cessna T-47A Citation II,N12065,20-JUL-1993,0.0,Topeka-Forbe...,O1
21-JUL-1993,Convair CV-580,C-GQHB,21-JUL-1993,0.0,Tofino Airpo...,A2
22-JUL-1993,Lockheed CC-130E Hercules,130321,22-JUL-1993,5.0,near Wainwright A...,A1
23-JUL-1993,BAe-146-300,B-2716,23-JUL-1993,56.0,Yinchuan Air...,A1
25-JUL-1993,Boeing 757-260,,25-JUL-1993,0.0,Djibouti Air...,H2
26-JUL-1993,Boeing 707-327C,OD-AFY,26-JUL-1993,0.0,Amsterdam-Sc...,A1
26-JUL-1993,Boeing 737-5L9,HL7229,26-JUL-1993,68.0,near Mokpo Airpor...,A1
26-JUL-1993,Canadair CRJ-100,C-FCRJ,26-JUL-1993,3.0,"Byers, KS",A1
27-JUL-1993,Convair CV-240,N156PA,27-JUL-1993,0.0,Boise Air Te...,A2
30-JUL-1993,Shorts SC.7 Skyvan 3-100,9M-AXM,30-JUL-1993,1.0,"Long Loyang,...",A1
31-JUL-1993,Dornier 228-101,9N-ACL,31-JUL-1993,19.0,near Bharatpur Ai...,A1
02-AUG-1993,Boeing 757-222,N508UA,02-AUG-1993,0.0,Denver-Stapl...,A2
04-AUG-1993,Boeing 727-46,HK-2421X,04-AUG-1993,0.0,Bogotá-Eldor...,O1
07-AUG-1993,Antonov An-12B,RA-11110,07-AUG-1993,0.0,near El Fasher Ai...,A1
10-AUG-1993,Boeing 767-2J6ER,,10-AUG-1993,0.0,Taipei-Chian...,H2
14-AUG-1993,Tupolev Tu-154,,14-AUG-1993,0.0,Moscow-Shere...,H2
15-AUG-1993,Boeing 737-406,PH-BDS,15-AUG-1993,0.0,Düsseldorf A...,H2
16-AUG-1993,Cessna 208B Super Cargomaster,N1037D,16-AUG-1993,1.0,near Valensole,A1
16-AUG-1993,Antonov An-2,,16-AUG-1993,2.0,Yegoryevsk-S...,A1
17-AUG-1993,Swearingen SA226-TC Metro II,N220KC,17-AUG-1993,2.0,Hartford-Bra...,A1
18-AUG-1993,DC-8-61,N814CK,18-AUG-1993,0.0,Guantánamo N...,A1
19-AUG-1993,DHC-3 Otter,N321KA,19-AUG-1993,0.0,"near Iliamna, AK",A1
20-AUG-1993,Antonov An-12TB,RA-11375,20-AUG-1993,0.0,near Slavgorod,A1
22-AUG-1993,Canadair CL-215,1064,22-AUG-1993,2.0,Pátras,A1
23-AUG-1993,Antonov An-12,,23-AUG-1993,6.0,near Krasnoslobod...,A1
26-AUG-1993,Cessna 208A Caravan I,PT-OGN,26-AUG-1993,0.0,Sinop Airpor...,H1
26-AUG-1993,Dassault Falcon 10,F-BYCV,26-AUG-1993,0.0,Hailey-Fried...,A1
26-AUG-1993,Let L-410UVP-E,RA-67656,26-AUG-1993,24.0,near Aldan Airpor...,A1
26-AUG-1993,MD-11C,I-DUPU,26-AUG-1993,0.0,"near Boulder, NV",A2
27-AUG-1993,Boeing 737-2R4C,,27-AUG-1993,0.0,Al Ghaydah A...,H2
28-AUG-1993,Antonov An-26,RA-26549,28-AUG-1993,0.0,Donetsk Airp...,A1
28-AUG-1993,Antonov An-28,HA-LAJ,28-AUG-1993,0.0,near Weston on th...,A1
28-AUG-1993,Yakovlev Yak-40,87995,28-AUG-1993,82.0,near Khorog,A1
31-AUG-1993,Cessna F406 Caravan II,F-GJLH,31-AUG-1993,0.0,Strasbourg,A1
31-AUG-1993,Douglas R4D-5 (DC-3),HK-3220,31-AUG-1993,2.0,Barrancomina...,A1
31-AUG-1993,Curtiss C-46F,HK-400,31-AUG-1993,0.0,La Colina Ai...,A1
01-SEP-1993,Tupolev Tu-154,,01-SEP-1993,0.0,Vladivostok ...,H2
02-SEP-1993,Learjet 25D,XA-NOG,02-SEP-1993,0.0,Tijuana-Rodr...,A1
03-SEP-1993,North-American-Rockwell Sabreliner,OB-1319,03-SEP-1993,0.0,Buenos Aires...,A1
05-SEP-1993,Boeing 727-281,HI-617CA,05-SEP-1993,0.0,Santo Doming...,A1
05-SEP-1993,Learjet 25D,N999BH,05-SEP-1993,7.0,"near Pecos, NM",A1
06-SEP-1993,Cessna 208 Caravan I,VT-AAN,06-SEP-1993,1.0,near Port Blair,A1
06-SEP-1993,Boeing 767-209,ZK-NBF,06-SEP-1993,0.0,Los Angeles ...,A2
07-SEP-1993,Hawker Siddeley HS-748,PK-OBV,07-SEP-1993,0.0,Tanahmerah A...,A1
12-SEP-1993,Boeing 747-428,F-GITA,12-SEP-1993,0.0,Papeete-Faaa...,A2
13-SEP-1993,Curtiss C-46A,CP-1848,13-SEP-1993,0.0,Angora,A1
14-SEP-1993,Convair CV-440,CP-2256,14-SEP-1993,0.0,near Colquemarca,A1
14-SEP-1993,Airbus A320-211,D-AIPN,14-SEP-1993,2.0,Warszawa-Oke...,A1
15-SEP-1993,Tupolev Tu-134,,15-SEP-1993,0.0,"Kiev, Oslo",H2
15-SEP-1993,Antonov An-2R,CCCP-07624,15-SEP-1993,,near Vladivostok,A1
15-SEP-1993,Piaggio PD.808TP,MM61953,15-SEP-1993,3.0,Venice-Marco...,A1
19-SEP-1993,Swearingen SA227-AC Metro III,F-GILN,19-SEP-1993,0.0,Troyes-Barbe...,A1
20-SEP-1993,Tupolev Tu-134A,65809,20-SEP-1993,0.0,Sukhumi-Babu...,C1
20-SEP-1993,DHC-5D Buffalo,9T-CBB,20-SEP-1993,,Kinshasa-N'D...,U1
21-SEP-1993,Tupolev Tu-134A,65893,21-SEP-1993,27.0,Sukhumi-Babu...,C1
22-SEP-1993,Tupolev Tu-154B,85163,22-SEP-1993,108.0,Sukhumi-Babu...,C1
23-SEP-1993,Tupolev Tu-154B-2,85359,23-SEP-1993,,Sukhumi-Babu...,C1
23-SEP-1993,Tupolev Tu-134A,CCCP-65001,23-SEP-1993,1.0,Sukhumi-Babu...,C1
25-SEP-1993,Antonov An-12TB,RA-13387,25-SEP-1993,0.0,near Tyumen Airpo...,A1
26-SEP-1993,Antonov An-2R,RA-68150,26-SEP-1993,,Novoalekseev...,A1
29-SEP-1993,Dassault Falcon 10,F-GJGB,29-SEP-1993,2.0,Besançon-La ...,A1
30-SEP-1993,Tupolev Tu-154M,B-2822 ?,30-SEP-1993,0.0,Taipei-Chian...,H2
01-OCT-1993,FMA IA 50 Guaraní II,T-119,01-OCT-1993,11.0,near Gobernador C...,A1
02-OCT-1993,BAe-146-100,VH-NJR,02-OCT-1993,0.0,Rockhampton ...,A2
03-OCT-1993,DC-9-83 (MD-83),9Y-THR,03-OCT-1993,0,"near Miami, FL",A2
06-OCT-1993,Fokker F-27 Friendship 600,XY-AEP,06-OCT-1993,0,Kawthaung Ai...,A1
07-OCT-1993,Lockheed C-141B Starlifter,65-0253,07-OCT-1993,0,Fairfield-Tr...,O1
08-OCT-1993,Douglas C-54G (DC-4),N811E,08-OCT-1993,0,Point Lay-De...,A1
13-OCT-1993,BN-2A-20 Islander,P2-HBE,13-OCT-1993,4,Jimi Valley,A1
19-OCT-1993,Swearingen SA226-TC Metro II,EC-FHB,19-OCT-1993,0,Madrid-Baraj...,A1
22-OCT-1993,unknown,,22-OCT-1993,0,Sana'a Inter...,H2
25-OCT-1993,Embraer EMB-110P2 Bandeirante,HS-SKL,25-OCT-1993,0,Bangkok-Don ...,A1
25-OCT-1993,GAF Nomad N.22,ZK-NOM,25-OCT-1993,9,Franz Josef ...,A1
25-OCT-1993,DC-9-82 (MD-82),B-28003,25-OCT-1993,0,Kaohsiung In...,A1
25-OCT-1993,Airbus A310-222,,25-OCT-1993,1,Niamey Airpo...,H2
26-OCT-1993,Embraer P-95 Bandeirulha (EMB-111A),2290,26-OCT-1993,3,near Angra dos Re...,A1
26-OCT-1993,DC-9-82 (MD-82),B-2103,26-OCT-1993,2,Fuzhou Yixu ...,A1
26-OCT-1993,Beech 300/F Super King Air,N82,26-OCT-1993,3,"Front Royal, VA",A1
27-OCT-1993,Beech 200 Super King Air,N191FL,27-OCT-1993,0,Reno-Cannon ...,A2
27-OCT-1993,DHC-6 Twin Otter 300,LN-BNM,27-OCT-1993,6,near Namsos Airpo...,A1
27-OCT-1993,Let L-410UVP,UR-67536,27-OCT-1993,0,Tyumen Airpo...,A2
29-OCT-1993,Antonov An-2,LZ-...,29-OCT-1993,1,within Bulgaria,A1
03-NOV-1993,Convair CV-440,CP-2212,03-NOV-1993,0,near La Paz,A1
04-NOV-1993,Boeing 747-409,B-165,04-NOV-1993,0,Hong Kong-Ka...,A1
05-NOV-1993,Boeing 737,,05-NOV-1993,0,Taipei,H2
05-NOV-1993,Fokker F-27 Friendship 500,OE-ILW,05-NOV-1993,0,Bergamo-Orio...,A2
07-NOV-1993,AMI DC-3-65TP,ZS-KCV,07-NOV-1993,0,Lokichoggio ...,A1
07-NOV-1993,Cessna 208 Caravan I,,07-NOV-1993,0,Lokichoggio ...,O2
08-NOV-1993,Harbin Yunshuji Y-12 II,9N-ACS,08-NOV-1993,0,Jomsom Airpo...,A1
08-NOV-1993,DHC-8-301,,08-NOV-1993,0,Taipei,H2
10-NOV-1993,Hawker Siddeley HS-748,C-GQTH,10-NOV-1993,7,near Sandy Lake A...,A1
10-NOV-1993,DHC-3 Otter,,10-NOV-1993,0,"Thorne Bay, AK",A1
11-NOV-1993,Antonov An-2P,EZ-07469,11-NOV-1993,0,Bekdash,A1
12-NOV-1993,DC-9-82 (MD-82),B-2138,12-NOV-1993,0,Taipei,H2
13-NOV-1993,DC-9-82 (MD-82),B-2141,13-NOV-1993,12,near Urumqi Airpo...,A1
13-NOV-1993,Antonov An-2T,YV-511C,13-NOV-1993,0,La Paragua,A1
15-NOV-1993,Antonov An-124-100,RA-82071,15-NOV-1993,17,near Kerman,A1
15-NOV-1993,Airbus A300B2-101,VT-EDV,15-NOV-1993,0,near Tirupati Air...,A1
15-NOV-1993,Boeing 727-227,N16762,15-NOV-1993,0,Chicago-O'Ha...,A2
19-NOV-1993,Boeing 737-112,HP-873CMP,19-NOV-1993,0,Panama City-...,A1
20-NOV-1993,Yakovlev Yak-42D,RA-42390,20-NOV-1993,116,near Ohrid Airpor...,A1
22-NOV-1993,Douglas C-47A (DC-3),C9-STE,22-NOV-1993,2,near Molima,A1
24-NOV-1993,DC-9-87 (MD-87),SE-DIB,24-NOV-1993,0,Kobenhavn-Ka...,A2
26-NOV-1993,DC-10-30,YV-135C,26-NOV-1993,0,Buenos Aires...,A1
26-NOV-1993,Douglas C-118B (DC-6),N1597F,26-NOV-1993,0,Patriot Hills,A1
27-NOV-1993,Fokker 100,B-2231,27-NOV-1993,0,Fuzhou Yixu ...,H2
29-NOV-1993,Fokker F-27 Friendship 300,EP-IOT,29-NOV-1993,0,Basra Intern...,H2
01-DEC-1993,BAe 3101 Jetstream 31,N334PX,01-DEC-1993,18,near Hibbing-Chis...,A1
01-DEC-1993,Shorts 330-300UTT,C-FPQE,01-DEC-1993,0,near Umiujaq Airp...,A1
01-DEC-1993,Cessna 650 Citation III,N700RR,01-DEC-1993,0,Tampa Intern...,A2
02-DEC-1993,Shorts SC.7 Skyvan 3,LX-UGO,02-DEC-1993,0,Vahun,A1
03-DEC-1993,BN-2A-20 Islander,C-GMOP,03-DEC-1993,7,"near Tuktoyaktuk, NT",A1
03-DEC-1993,Cessna 550 Citation II,N550RD,03-DEC-1993,0,Chicago-Dupa...,A2
06-DEC-1993,Cessna 208A Caravan I,PT-OGM,06-DEC-1993,0,near Tucumã Airpo...,A1
06-DEC-1993,Swearingen SA226-AT Merlin IV,C-GVCY,06-DEC-1993,0,Deer Lake Ai...,A1
06-DEC-1993,Antonov An-26,RA-26515,06-DEC-1993,0,Tura Airport,A2
08-DEC-1993,DC-9-82 (MD-82),B-2138,08-DEC-1993,0,Taipei,H2
08-DEC-1993,Antonov An-24RV,RA-46605,08-DEC-1993,,unknown,A1
09-DEC-1993,DHC-6 Twin Otter 300,6V-ADE,09-DEC-1993,3,near Dakar-Yoff A...,A1
09-DEC-1993,Saab 340B,HB-AKC,09-DEC-1993,0,Berne-Belp A...,A2
09-DEC-1993,NAMC YS-11-117,C5-GAA,09-DEC-1993,0,near Dakar-Yoff A...,A2
10-DEC-1993,Boeing KC-135R,57-1470,10-DEC-1993,0+ 6,Milwaukee-Ge...,O1
10-DEC-1993,Airbus A320-211,F-GFKK ?,10-DEC-1993,0,Nice-Côte d'...,H2
10-DEC-1993,BN-2A-20 Islander,P2-ALL,10-DEC-1993,0,Namatanai,A1
12-DEC-1993,Fokker F-27 Friendship 600RF,5H-MPT,12-DEC-1993,0,Dar es Salaa...,A1
12-DEC-1993,Boeing 737-200,,12-DEC-1993,0,Taipei,H2
13-DEC-1993,Beech 200T Super King Air,9M-CAM,13-DEC-1993,0,Ipoh Airport...,A1
13-DEC-1993,Harbin Yunshuji Y-12 II,RDPL-34117,13-DEC-1993,18,Phonesavanh,A1
13-DEC-1993,Antonov An-8,RA-13323,13-DEC-1993,0,Yerevan Airp...,A1
14-DEC-1993,Antonov An-2,RA-62599,14-DEC-1993,0,Vorogovo,A1
14-DEC-1993,GAF Nomad N.24A,VH-DHF,14-DEC-1993,0,Douglas-Daly...,A2
15-DEC-1993,IAI 1124A Westwind II,N309CK,15-DEC-1993,5,near Santa Ana-Jo...,A1
15-DEC-1993,Mitusbishi Mu-300 Diamond I,N710MB,15-DEC-1993,3,near Goodland-Ren...,A1
15-DEC-1993,Lockheed C-130H Hercules,4761,15-DEC-1993,30,"Tanag, Libma...",A1
19-DEC-1993,Antonov An-12,RA-12187,19-DEC-1993,0,Lensk,A2
19-DEC-1993,Antonov An-2R,LY-ADO,19-DEC-1993,,Suwalki,A1
19-DEC-1993,Dornier 228-201,SX-BHC,19-DEC-1993,0,Sitia Airpor...,A2
21-DEC-1993,BAe-125-800B,D-CSRB,21-DEC-1993,0,Linz Airport...,A2
22-DEC-1993,Antonov An-2TP,RA-01410,22-DEC-1993,0,near Uraj,A1
23-DEC-1993,BN-2A-26 Islander,P2-ISR,23-DEC-1993,0,Mount Hagen,A1
25-DEC-1993,Tupolev Tu-154B-2,RA-85296,25-DEC-1993,0,Grozny Airpo...,A1
26-DEC-1993,Antonov An-26B,RA-26141,26-DEC-1993,35,Gyumri-Lenin...,A1
28-DEC-1993,GAF Nomad N.22B,11,28-DEC-1993,0,near Margosatubig...,A1
28-DEC-1993,Shorts SC.7 Skyvan 3-100,G-OVAN,28-DEC-1993,1,Ampuriabrava...,A1
28-DEC-1993,Boeing,,28-DEC-1993,0,Shanghai-Hon...,H2
28-DEC-1993,Xian Yunshuji Y-7,,28-DEC-1993,0,Taipei,H2
28-DEC-1993,Boeing 737,,28-DEC-1993,0,Xiamen Airpo...,H2
29-DEC-1993,Tupolev Tu-154B-2,RA-85358,29-DEC-1993,0,Omsk Airport...,A2
31-DEC-1993,Boeing 767-35DER,SP-LPA,31-DEC-1993,0,Warszawa-Oke...,A2
??-???-1993,Antonov An-26,024,??-???-1993,0+ 1,Cuamba Airpo...,A1
??-???-1993,Beech 99,HR-IAO,??-???-1993,0,,U1
??-???-1993,Antonov An-26,CU-T1240,??-???-1993,0,Playa Baraco...,O1
02-JAN-1994,BN-2A-9 Islander,YV-2349P,02-JAN-1994,2,near Elorza Airpo...,A1
03-JAN-1994,Boeing 707-321C,ST-AMF,03-JAN-1994,0,Jeddah-King ...,A2
03-JAN-1994,Tupolev Tu-154M,RA-85656,03-JAN-1994,124+ 1,near Mamony,A1
06-JAN-1994,BN-2A-21 Islander,PK-VIV,06-JAN-1994,0,Kuala Kapuas,A1
07-JAN-1994,BAe 4101 Jetstream 41,N304UE,07-JAN-1994,5,near Columbus-Por...,A1
08-JAN-1994,Beech A100 King Air,OO-TLS,08-JAN-1994,0,Bacau Airpor...,A1
09-JAN-1994,Dornier 228-201,SX-BHC,09-JAN-1994,0,near Athens-Ellin...,A2
13-JAN-1994,Airbus A320 ?,,13-JAN-1994,0,Bangalore-Hi...,H2
15-JAN-1994,IAI 1123 Westwind,N13GW,15-JAN-1994,,Unknown,U1
15-JAN-1994,PB2B-1 Canso A (PBY-5A),N5404J,15-JAN-1994,0,near Christmas Is...,A1
18-JAN-1994,Learjet 24D,9Q-CBC,18-JAN-1994,2,near Kinshasa-N'D...,A1
18-JAN-1994,Antonov An-22,RA-09331,18-JAN-1994,7,near Tver-Migalov...,A1
20-JAN-1994,Airbus A340-211,F-GNIA,20-JAN-1994,0,Paris-Charle...,O1
21-JAN-1994,Lockheed L-188A Electra,9Q-CCV,21-JAN-1994,0,Kinshasa-N'D...,A1
23-JAN-1994,Boeing 757-200,,23-JAN-1994,0,Roma-Ciampin...,H2
23-JAN-1994,FMA IA 50 Guaraní II,LV-LAE,23-JAN-1994,0,Santa Elena ...,A1
25-JAN-1994,Yakovlev Yak-42D,RA-42331,25-JAN-1994,0,Ufa Airport ...,A2
27-JAN-1994,IAI 1124A Westwind II,C-FMWW,27-JAN-1994,2,near Meadow Lake ...,A1
28-JAN-1994,Fokker 100,PH-KLG,28-JAN-1994,0,Amsterdam-Sc...,A2
29-JAN-1994,Airbus A300B4-605R ?,,29-JAN-1994,0,Hangzhou Air...,H2
30-JAN-1994,Curtiss C-46A,HK-1856,30-JAN-1994,0,Puerto Iniri...,A1
31-JAN-1994,Douglas DC-3C,N907Z,31-JAN-1994,0,Anderson Mun...,A2
01-FEB-1994,Saab 340B,N349SB,01-FEB-1994,0,New Roads-Fa...,A2
01-FEB-1994,Antonov An-24B,RA-47718,01-FEB-1994,0,Omsukchan Ai...,A1
05-FEB-1994,BN-2A Islander,G-AXHE,05-FEB-1994,0,Cark Airport,A1
08-FEB-1994,Antonov An-12B,CCCP-11340,08-FEB-1994,0,Anadyr Airpo...,A1
09-FEB-1994,Boeing 737-260,ET-AJB,09-FEB-1994,0,Djibouti Air...,H2
11-FEB-1994,BAe-125-800B,D-CMIR,11-FEB-1994,0,München-Fran...,A2
11-FEB-1994,ATR 42-300,G-BUEB,11-FEB-1994,0,London-Gatwi...,A2
18-FEB-1994,Boeing 737,,18-FEB-1994,,unknown airport,H2
22-FEB-1994,Tupolev Tu-134A-3,HA-LBP,22-FEB-1994,0+ 4,Budapest-Fer...,O1
24-FEB-1994,Antonov An-12BP,RA-11118,24-FEB-1994,13,near Nalchik Airp...,A1
24-FEB-1994,Beech Beechjet 400A,N8279G,24-FEB-1994,0,Cleveland-Cu...,A2
25-FEB-1994,Vickers 813 Viscount,G-OHOT,25-FEB-1994,1,near Uttoxeter,A1
25-FEB-1994,Yakovlev Yak-40,OB-1559,25-FEB-1994,31,near Tingo Maria,A1
26-FEB-1994,IAI Arava 201,2001,26-FEB-1994,7,near San José del...,A1
27-FEB-1994,Shorts 330-200,SE-INZ,27-FEB-1994,0,Trollhättan ...,A2
28-FEB-1994,Lockheed L-1011 TriStar 1,N303EA,28-FEB-1994,0,Fairbanks In...,A2
28-FEB-1994,Boeing 727-2D6,,28-FEB-1994,0,Alicante Air...,H2
??-FEB-1994,Douglas DC-6BF,HK-3874X,??-FEB-1994,0,Villavicenci...,A1
01-MAR-1994,Boeing 747-251B,N637US,01-MAR-1994,0,Tokyo-Narita...,A2
02-MAR-1994,DC-9-82 (MD-82),N18835,02-MAR-1994,0,New York-La ...,A2
03-MAR-1994,Beech 200 Super King Air,VH-WNH,03-MAR-1994,0,Alice Spring...,A2
03-MAR-1994,Douglas DC-6,CP-2251,03-MAR-1994,0,Tumbes Airpo...,A1
08-MAR-1994,Boeing 737-2R4C,VT-SIA,08-MAR-1994,4+ 5,Delhi-Indira...,A1
08-MAR-1994,Airbus A300,,08-MAR-1994,0,Nairobi-Jomo...,H2
08-MAR-1994,Ilyushin Il-86,RA-86119,08-MAR-1994,4+ 5,Delhi-Indira...,O1
09-MAR-1994,Swearingen SA226-AT Merlin IV,VH-SWP,09-MAR-1994,1,near Tamworth Air...,A1
11-MAR-1994,Swearingen SA226-AT Merlin IV,TN-ADP,11-MAR-1994,0,Pointe Noire...,A1
13-MAR-1994,ATR 42-300,C-GIQV,13-MAR-1994,0,near Val-d’Or Air...,A2
14-MAR-1994,Lockheed AC-130H Spectre,69-6576,14-MAR-1994,8,near Malindi,A1
15-MAR-1994,Cessna F406 Caravan II,5Y-NAL,15-MAR-1994,,Unknown,U1
15-MAR-1994,SE-210 Caravelle 10B3,HK-3855,15-MAR-1994,0,Bogotá-Eldor...,A1
16-MAR-1994,BN-2A-21 Islander,D2-ECE,16-MAR-1994,0,near Cabinda,A1
17-MAR-1994,Lockheed C-130H Hercules,5-8521,17-MAR-1994,32,near Stepanakert,C1
17-MAR-1994,Dassault Falcon 900,N327K,17-MAR-1994,0,Detroit-Metr...,A2
18-MAR-1994,Douglas DC-3C,N3433Y,18-MAR-1994,2,near Spokane Inte...,A1
18-MAR-1994,Grumman G-73T Turbo Mallard,N150FB,18-MAR-1994,2,Key West Har...,A1
19-MAR-1994,CASA C-212 Aviocar 200,FAC-1154,19-MAR-1994,0,near La Macarena,A1
19-MAR-1994,DHC-6 Twin Otter 300,5A-DJK,19-MAR-1994,1,Tripoli Inte...,A1
19-MAR-1994,DHC-6 Twin Otter,PK-YNM,19-MAR-1994,0,"Wagete, Iria...",A2
20-MAR-1994,Canadair Challenger 601-3A,N88HA,20-MAR-1994,0,Bassett-Rock...,A1
20-MAR-1994,Canadair Challenger 601-3A,N88HA,20-MAR-1994,0,"Bassett, NE",A1
21-MAR-1994,DC-9-32,EC-CLE,21-MAR-1994,0,Vigo Airport...,A1
21-MAR-1994,DC-9,,21-MAR-1994,0,Roma-Fiumici...,H2
21-MAR-1994,BN-2A-21 Islander,VH-JUU,21-MAR-1994,6,Weipa Airpor...,A1
23-MAR-1994,Airbus A310-304,F-OGQS,23-MAR-1994,75,near Mezhduretshensk,A1
23-MAR-1994,Cessna 650 Citation VI,PT-OMV,23-MAR-1994,4,near Bogotá,A1
23-MAR-1994,Lockheed C-141B Starlifter,66-0173,23-MAR-1994,0+ 23,Fayetteville...,O1
25-MAR-1994,Cessna 500 Citation I,XA-SMH,25-MAR-1994,2,Ciudad Alemá...,A1
01-APR-1994,Learjet 35A,XC-PGR,01-APR-1994,0,Mexico City-...,A2
04-APR-1994,Learjet 55,I-KILO,04-APR-1994,0,Sevilla Airp...,A1
04-APR-1994,Saab 340B,PH-KSH,04-APR-1994,3,Amsterdam-Sc...,A1
06-APR-1994,DHC-6 Twin Otter 300,FAE450,06-APR-1994,17,Mt. Lozan,A1
06-APR-1994,Dassault Falcon 50,9XR-NN,06-APR-1994,12,near Kigali Airpo...,C1
06-APR-1994,Boeing 737-2J8C,,06-APR-1994,0,Luxor Airpor...,H2
06-APR-1994,Cessna 208B Grand Caravan,JA8898,06-APR-1994,1,near Hiroshima We...,A1
07-APR-1994,DC-10-30F,N306FE,07-APR-1994,0,Memphis Inte...,H2
07-APR-1994,Lockheed L-100-30 Hercules,D2-THC,07-APR-1994,0,Malange Airp...,A1
23-APR-1994,Curtiss C-46F,C-GIXZ,23-APR-1994,0,near Lokichoggio ...,A1
24-APR-1994,Douglas C-47A (DC-3),VH-EDC,24-APR-1994,0,near Sydney-Kings...,A1
25-APR-1994,Boeing 757-260,,25-APR-1994,0,Sana'a Inter...,H2
25-APR-1994,BN-2A-21 Islander,PK-ZAA,25-APR-1994,10,near Nangapinoh,A1
26-APR-1994,Airbus A300B4-622R,B-1816,26-APR-1994,264,Nagoya-Komak...,A1
26-APR-1994,Cessna 208A Cargomaster,PT-OGI,26-APR-1994,2,near Jacareacanga...,A1
27-APR-1994,Boeing 727-44F,S9-TAN,27-APR-1994,0+ 7,M'Banza Cong...,A1
29-APR-1994,Cessna 208 Caravan I,HK-3479,29-APR-1994,8,near El Rosal,A1
30-APR-1994,BN-2A-21 Islander,JDFT-5,30-APR-1994,0,Up Park Camp,O1
??-APR-1994,Let L-410UVP-E,CCCP-67608,??-APR-1994,0,Kyzyl Airpor...,O1
07-MAY-1994,Embraer EMB-110EJ Bandeirante,PT-GJW,07-MAY-1994,0,near São Gabriel ...,A1
07-MAY-1994,Tupolev Tu-134A-3,RA-65976,07-MAY-1994,0,Arkhangelsk ...,A1
08-MAY-1994,BN-2A-8 Islander,CS-DAF,08-MAY-1994,0,near Bragança,A1
08-MAY-1994,Antonov An-24,,08-MAY-1994,0,Miami Intern...,H2
09-MAY-1994,Douglas C-47A (DC-3),6816,09-MAY-1994,0,Bloemspruit ...,A1
11-MAY-1994,Beech B200C Super King Air,VH-AMM,11-MAY-1994,0,Dubbo Airpor...,A2
12-MAY-1994,Antonov An-28,RA-28713,12-MAY-1994,0,Palana,A1
20-MAY-1994,Antonov,,20-MAY-1994,0,Aden Interna...,O1
21-MAY-1994,Douglas DC-6A/B,HK-1276W,21-MAY-1994,0,Mitú Airport...,A1
21-MAY-1994,DHC-5D Buffalo,JW9024,21-MAY-1994,2,near Bukoba Airpo...,A1
23-MAY-1994,BN-2B-27 Islander,HK-2890,23-MAY-1994,4,near Loma Linda,A1
24-MAY-1994,Antonov An-2P,RA-07730,24-MAY-1994,,Oktyabrsky,A1
26-MAY-1994,unknown,,26-MAY-1994,0.0,unknown airport,H2
28-MAY-1994,Douglas DC-3A,HK-2213,28-MAY-1994,7.0,near Villavicenci...,A1
28-MAY-1994,Fokker 50,PH-AVH,28-MAY-1994,0.0,Cúcuta-Camil...,A2
30-MAY-1994,Hawker Siddeley HS-125-3A,N900CD,30-MAY-1994,0.0,Waukegan Mem...,A1
06-JUN-1994,Tupolev Tu-154M,B-2610,06-JUN-1994,160.0,near Xian-Xianyan...,A1
07-JUN-1994,Boeing 737,,07-JUN-1994,0.0,Taipei,H2
13-JUN-1994,Swearingen SA226-TC Metro II,XA-SLU,13-JUN-1994,9.0,near Uruapan Airp...,A1
