Date,Type,Registration,Operator,Fatalities,Location,Cat
18-JUN-1994,Fokker F-27 Friendship 500F,PK-MFI,18-JUN-1994,12.0,Mount Kalora,A1
18-JUN-1994,Learjet 25D,XA-BBA,18-JUN-1994,12.0,near Washington-D...,A1
23-JUN-1994,ATR 42-320,,23-JUN-1994,0.0,Addis Ababa-...,H2
23-JUN-1994,DHC-3 Otter,N13GA,23-JUN-1994,7.0,"Taku Inlet, AK",A1
24-JUN-1994,BAe 3201 Jetstream 32,N495UE,24-JUN-1994,0.0,Orlando Inte...,A2
25-JUN-1994,Antonov An-2P,RA-70263,25-JUN-1994,0.0,Kirensk,A1
26-JUN-1994,Fokker F-27 Friendship 400M,TU-TIP,26-JUN-1994,17.0,near Abidjan-Feli...,A1
26-JUN-1994,Douglas C-47A (DC-3),C-FROD,26-JUN-1994,0.0,near Fort Simpson...,A1
26-JUN-1994,Antonov An-2T,D-FONJ,26-JUN-1994,0.0,Aichach,A1
28-JUN-1994,Grumman G-159 Gulfstream I,F-GIIX,28-JUN-1994,0.0,Lyon Satolas...,A1
29-JUN-1994,Cessna 550 Citation II,HB-VIS,29-JUN-1994,0.0,Zürich-Klote...,A2
30-JUN-1994,Airbus A330-321,F-WWKH,30-JUN-1994,7.0,Toulouse-Bla...,A1
01-JUL-1994,Fokker F-28 Fellowship 4000,5T-CLF,01-JUL-1994,80.0,Tidjikja Air...,A1
02-JUL-1994,DC-9-31,N954VJ,02-JUL-1994,37.0,Charlotte-Do...,A1
05-JUL-1994,Fokker F-27 Friendship 200,AP-ALN,05-JUL-1994,0.0,Dera Ismail ...,A1
06-JUL-1994,Antonov An-32P,UR-48018,06-JUL-1994,5.0,Sierra de Ma...,A1
08-JUL-1994,Boeing 737-4U3,PK-GWK,08-JUL-1994,0.0,Medan-Poloni...,A2
09-JUL-1994,Beech 200 Super King Air,VT-EUJ,09-JUL-1994,11.0,near Sunder Nagar...,A1
09-JUL-1994,Antonov An-2,OK-NYA,09-JUL-1994,,Bad Kirchheim,A1
13-JUL-1994,Antonov An-26,,13-JUL-1994,1.0,near Lyakhovo,C1
13-JUL-1994,Avro Shackleton MR.3,1716,13-JUL-1994,0.0,Western Sahara,A1
13-JUL-1994,Learjet 35,N69PS,13-JUL-1994,0.0,Atlantic Cit...,A2
14-JUL-1994,Let L-410UVP,RA-67470,14-JUL-1994,0.0,Blagoveshche...,A1
17-JUL-1994,Antonov An-24B,RA-46575,17-JUL-1994,0.0,Kherson Airp...,A1
17-JUL-1994,Yakovlev Yak-40D,RA-87256,17-JUL-1994,5.0,Boma Airport...,A1
17-JUL-1994,BN-2B-26 Islander,8P-TAD,17-JUL-1994,6.0,near Fort de Fran...,A1
19-JUL-1994,Ilyushin Il-76,,19-JUL-1994,,Luanda ??,O1
19-JUL-1994,Embraer EMB-110P1 Bandeirante,HP-1202AC,19-JUL-1994,21.0,near Colon-Enriqu...,C1
20-JUL-1994,Boeing 737-3W0,B-2540,20-JUL-1994,0.0,Kunming Airp...,A1
29-JUL-1994,Lockheed P-2H Neptune,N918AP,29-JUL-1994,2.0,"near Missoula, MT",A1
31-JUL-1994,Antonov An-26B,UR-26207,31-JUL-1994,7.0,near Saborsko,C1
??-JUL-1994,Lockheed L-188PF Electra,9Q-CGD,??-JUL-1994,,,U1
??-JUL-1994,Douglas DC-6A,V5-WAC,??-JUL-1994,0.0,,A1
01-AUG-1994,Antonov An-2V,RA-50582,01-AUG-1994,0.0,"Purnema, Ark...",A1
01-AUG-1994,Douglas C-47A (DC-3),1-041,01-AUG-1994,0.0,Eskisehir Ai...,A1
01-AUG-1994,DHC-8-311,N433AW,01-AUG-1994,0.0,Washington-D...,A2
01-AUG-1994,Cessna 500 Citation I,VR-BLV,01-AUG-1994,0.0,Grenchen Air...,A2
04-AUG-1994,Antonov An-30,RA-30037,04-AUG-1994,0.0,Olyokminsk A...,A2
04-AUG-1994,Beech A100 King Air,N7GA,04-AUG-1994,1.0,near North Adams-...,A1
05-AUG-1994,Antonov An-12,,05-AUG-1994,47.0,near Bada Air Base,A1
06-AUG-1994,Antonov An-2R,HA-MBT,06-AUG-1994,0.0,,O1
07-AUG-1994,Boeing 737,,07-AUG-1994,,Managua-Augu...,H2
08-AUG-1994,Cessna F406 Caravan II,5Y-JJG,08-AUG-1994,0.0,near Nairobi-Wils...,A1
10-AUG-1994,Airbus A300B4-622R,HL7296,10-AUG-1994,0.0,Jeju (Cheju)...,A1
13-AUG-1994,Antonov An-24,,13-AUG-1994,,,U1
13-AUG-1994,Lockheed C-130A Hercules,N135FF,13-AUG-1994,3.0,"near Pearblossom, CA",A1
18-AUG-1994,Antonov An-2R,RA-40894,18-AUG-1994,,Verkhnya Tavda,A1
18-AUG-1994,DC-9-31,5N-BBE,18-AUG-1994,0.0,Monrovia-Spr...,A1
19-AUG-1994,MD-11C,I-DUPO,19-AUG-1994,0.0,Chicago-O'Ha...,A2
20-AUG-1994,Beech 99,N14MV,20-AUG-1994,0.0,Helena Airpo...,A2
21-AUG-1994,ATR 42-312,CN-CDT,21-AUG-1994,44.0,near Tizounine,A1
26-AUG-1994,Dassault Falcon 200,XA-SKO,26-AUG-1994,0.0,New Orleans-...,A2
27-AUG-1994,CASA C-212 Aviocar 200,N119CA,27-AUG-1994,5.0,Puerto Pisana,A1
27-AUG-1994,Boeing 737-4Q8,TC-JEL,27-AUG-1994,0.0,Istanbul-Ata...,A2
02-SEP-1994,BAe 3216 Jetstream 32,HB-AEB,02-SEP-1994,0.0,Aden Interna...,O1
08-SEP-1994,Boeing 737-3B7,N513AU,08-SEP-1994,132.0,"near Aliquippa, PA",A1
08-SEP-1994,BAe-125-700A,N311NW,08-SEP-1994,0.0,Reno/Tahoe I...,A2
08-SEP-1994,Canadair CRJ-100LR,N403SW,08-SEP-1994,0.0,Burbank/Glen...,A2
09-SEP-1994,Tupolev Tu-134AK,RA-65760,09-SEP-1994,8.0,"Samoyliha, S...",A1
10-SEP-1994,Learjet 24D,PT-LAU,10-SEP-1994,0.0,Brasilia Int...,O1
13-SEP-1994,DHC-6 Twin Otter 300,5N-ATQ,13-SEP-1994,2.0,near Abuja Intern...,A1
14-SEP-1994,Boeing 737-2R4C,,14-SEP-1994,0.0,Sana'a Inter...,H2
17-SEP-1994,DHC-6 Twin Otter 100,C-FDMR,17-SEP-1994,3.0,Fish Egg Inl...,A1
17-SEP-1994,Learjet 35A,B-98181,17-SEP-1994,4.0,near Taitung,C1
18-SEP-1994,BAC One-Eleven 515FB,5N-IMO,18-SEP-1994,5.0,Tamanrasset-...,A1
19-SEP-1994,BN-2A-26 Islander,P2-ALF,19-SEP-1994,0.0,Rabaul-Lakun...,O1
20-SEP-1994,Antonov An-26,508,20-SEP-1994,0.0,Oradea Airpo...,A1
23-SEP-1994,Lockheed L-100-30 Hercules,PK-PLV,23-SEP-1994,6.0,near Hong Kong-Ka...,A1
23-SEP-1994,Embraer EMB-110EJ Bandeirante,PT-GJY,23-SEP-1994,2.0,"near Tarauacá, AC",A1
26-SEP-1994,Yakovlev Yak-40,RA-87468,26-SEP-1994,28.0,near Vanavara,A1
26-SEP-1994,Vickers 843 Viscount,PK-IVU,26-SEP-1994,0.0,Pontianak Ai...,A2
26-SEP-1994,Douglas C-47D,2009,26-SEP-1994,1.0,Bahia Negra ...,A1
28-SEP-1994,Embraer EMB-110P1 Bandeirante,ZK-KIP,28-SEP-1994,0.0,Auckland Int...,A2
29-SEP-1994,Antonov An-8,RA-59504,29-SEP-1994,0.0,Elista Airpo...,A1
29-SEP-1994,Rockwell 1121B Jet Commander,LV-WEN,29-SEP-1994,8.0,near Córdoba-Paja...,A1
30-SEP-1994,Antonov An-8,RA-27209,30-SEP-1994,8.0,Chaybukha,A1
??-SEP-1994,BN-2A-27 Islander,8R-GGU,??-SEP-1994,,,U1
01-OCT-1994,DC-9-83 (MD-83),SX-BAQ,01-OCT-1994,0.0,München-Fran...,A2
05-OCT-1994,IPTN/CASA CN-235-10,PK-MNL,05-OCT-1994,0.0,Denpasar-Ngu...,A2
08-OCT-1994,Antonov An-32B,HK-3929X,08-OCT-1994,0.0,Mitú Airport...,A1
09-OCT-1994,Boeing 707-324C,HK-3355X,09-OCT-1994,0.0,São Paulo-Gu...,A1
12-OCT-1994,Fokker F-28 Fellowship 1000,EP-PAV,12-OCT-1994,66.0,near Natanz,A1
14-OCT-1994,Lockheed C-130E Hercules,2460,14-OCT-1994,21.0,Formosa do R...,A1
16-OCT-1994,Antonov An-2,OB-1542,16-OCT-1994,3.0,within Huánuco,A1
19-OCT-1994,Boeing 747-312,VH-INH,19-OCT-1994,0.0,Sydney-Kings...,A2
22-OCT-1994,DHC-8-300,,22-OCT-1994,0.0,Itaituba Air...,H2
22-OCT-1994,Airbus A300B4-103,HS-THO,22-OCT-1994,0.0,Bangkok Inte...,O1
23-OCT-1994,Antonov An-72,RA-72960,23-OCT-1994,0.0,Vorkuta Airp...,A1
27-OCT-1994,Yakovlev Yak-40,RA-88254,27-OCT-1994,1.0,Makhachkala ...,H1
27-OCT-1994,Tupolev Tu-154,,27-OCT-1994,0.0,Moskva-Vnuko...,H2
29-OCT-1994,Antonov An-12A,RA-11790,29-OCT-1994,23.0,near Ust-Ilimsk A...,A1
29-OCT-1994,Antonov An-2R,RA-33008,29-OCT-1994,7.0,Batagay,A1
31-OCT-1994,ATR 72-212,N401AM,31-OCT-1994,68.0,"near Roselawn, IN",A1
??-OCT-1994,T-39A Sabreliner,N7143N,??-OCT-1994,0.0,Khartoum-Civ...,A1
03-NOV-1994,DC-9-80 (MD-80),,03-NOV-1994,0.0,Oslo-Garderm...,H2
03-NOV-1994,DC-9-83 (MD-83),F-GHED,03-NOV-1994,0.0,Kajaani Airp...,A2
04-NOV-1994,MD-11F,N611FE,04-NOV-1994,0.0,Anchorage In...,A2
04-NOV-1994,DHC-6 Twin Otter 100,PK-YNM,04-NOV-1994,4.0,near Nabire,A1
05-NOV-1994,Yakovlev Yak-40,OB-1569,05-NOV-1994,6.0,Saposoa Airp...,A1
06-NOV-1994,Antonov An-26,RA-88286,06-NOV-1994,0.0,near Zyryanka,A1
09-NOV-1994,Learjet 55,PT-LIG,09-NOV-1994,0.0,Rio de Janei...,A1
12-NOV-1994,Beech 200 Super King Air,D2-EOJ,12-NOV-1994,0.0,Huambo-Alban...,A1
13-NOV-1994,Fokker F-27 Friendship 400M,7T-VRK,13-NOV-1994,0.0,Palma de Mal...,H2
13-NOV-1994,Fairchild F-27F,N990H,13-NOV-1994,0.0,Córdoba-Paja...,A2
16-NOV-1994,Beech C99,N63995,16-NOV-1994,1.0,"Avenal, CA",A1
17-NOV-1994,Beech 300LW Super King Air,VH-KDV,17-NOV-1994,0.0,"near Canobie, QLD",A2
18-NOV-1994,Tupolev Tu-134A-3,HA-LBK,18-NOV-1994,0.0,Budapest-Fer...,O1
21-NOV-1994,Dassault Falcon 10,TC-ATI,21-NOV-1994,0.0,Paris-Le Bou...,A1
22-NOV-1994,DC-9-82 (MD-82),N954U,22-NOV-1994,0.0,Saint Louis-...,A2
22-NOV-1994,BN-2A-20 Islander,P2-SWC,22-NOV-1994,7.0,near Tabubil,A1
22-NOV-1994,Boeing 727-23,HC-BRF,22-NOV-1994,0.0,Miami Intern...,A2
24-NOV-1994,Tupolev Tu-134,RA-65615 ?,24-NOV-1994,0.0,Tallinn-Ulem...,H2
24-NOV-1994,DHC-6 Twin Otter 300,C-GKBD,24-NOV-1994,4.0,Rothera Rese...,A1
24-NOV-1994,Douglas C-47B (DC-3),2028,24-NOV-1994,0.0,Puerto la Vi...,A1
25-NOV-1994,Boeing 757-24APF,N413UP,25-NOV-1994,0.0,Tulsa Intern...,A2
26-NOV-1994,Boeing 737-2C0,N11244,26-NOV-1994,0.0,Houston-Inte...,A1
30-NOV-1994,Fokker F-28 Fellowship 4000,PK-GKU,30-NOV-1994,0.0,Semarang-Ach...,A1
30-NOV-1994,Tupolev Tu-134A-3,65858,30-NOV-1994,0.0,Grozny Airpo...,O1
30-NOV-1994,Tupolev Tu-134A-3,65030,30-NOV-1994,0.0,Grozny Airpo...,O1
30-NOV-1994,Tupolev Tu-134A-3,65014,30-NOV-1994,0.0,Grozny Airpo...,O1
30-NOV-1994,Tupolev Tu-134A-3,65075,30-NOV-1994,0.0,Grozny Airpo...,O1
30-NOV-1994,Tupolev Tu-134A,65896,30-NOV-1994,0.0,Grozny Airpo...,O1
02-DEC-1994,BN-2B-20 Islander,N16VM,02-DEC-1994,0.0,"near Majuro, Mars...",A1
04-DEC-1994,Cessna 208B Grand Caravan,LN-PBC,04-DEC-1994,1.0,near Oslo-Garderm...,A1
05-DEC-1994,Let L-410UVP-E,J2-KBE,05-DEC-1994,0.0,Aden Interna...,H2
05-DEC-1994,Dornier Do 28D-2 Skyservant,D-IDNG,05-DEC-1994,0.0,Nuuk Airport...,A1
06-DEC-1994,Antonov An-8,D2-FVA,06-DEC-1994,0.0,Dundo Airpor...,A1
08-DEC-1994,ATR 72-202,F-OHOC,08-DEC-1994,0.0,Oyem Airport...,A1
11-DEC-1994,Boeing 747-283B,EI-BWF,11-DEC-1994,1.0,near Minami-Daito...,C2
13-DEC-1994,BAe 3201 Jetstream 32,N918AE,13-DEC-1994,15.0,near Raleigh/Durh...,A1
14-DEC-1994,Learjet 35A,D-CATY,14-DEC-1994,1.0,Moskva-Shere...,A1
14-DEC-1994,Learjet 35A,N521PA,14-DEC-1994,2.0,"Fresno, CA",A1
15-DEC-1994,Basler Turbo 67 (DC-3T),N96BF,15-DEC-1994,2.0,Lobito Airport,A1
15-DEC-1994,Embraer EMB-110 Bandeirante,,15-DEC-1994,0.0,unknown loca...,H2
15-DEC-1994,Beech 1900D,N39ZV,15-DEC-1994,0.0,Farmington M...,A2
17-DEC-1994,DHC-6 Twin Otter 200,P2-MFS,17-DEC-1994,28.0,near Olsobip,A1
17-DEC-1994,Douglas C-47A (DC-3),YV-761C,17-DEC-1994,7.0,Cerro Aicha,A1
19-DEC-1994,Boeing 707-3F9C,5N-ABK,19-DEC-1994,3.0,near Kiri Kasama,A1
21-DEC-1994,Boeing 737-2D6C,7T-VEE,21-DEC-1994,5.0,near Coventry-Bag...,A1
21-DEC-1994,Sabreliner 40,N747E,21-DEC-1994,0.0,Buenos Aires...,A1
22-DEC-1994,Fokker F-27 Friendship 600,CP-2165,22-DEC-1994,0.0,Guayaramerin...,A1
23-DEC-1994,Yakovlev Yak-42,,23-DEC-1994,0.0,Xiamen Airpo...,H2
23-DEC-1994,Beech B100 King Air,ZS-MSG,23-DEC-1994,,Vrede,A1
26-DEC-1994,Airbus A300B2-1C,F-GBEC,26-DEC-1994,7.0,Marseille-Pr...,H1
29-DEC-1994,Boeing 737-4Y0,TC-JES,29-DEC-1994,57.0,near Van Airport ...,A1
31-DEC-1994,Lockheed C-130B Hercules,TAM67,31-DEC-1994,,near Trinidad,A1
31-DEC-1994,Ilyushin Il-76TD,EW-76836,31-DEC-1994,0.0,Sarajevo Air...,A1
??-???-1994,Antonov An-26,038,??-???-1994,,Quelimane Ai...,A1
??-???-1994,GAF Nomad N.24A,121212,??-???-1994,,U-Tapao Airp...,A1
??-???-1994,Rockwell Sabreliner 60,XC-AA26,??-???-1994,0.0,,O1
02-JAN-1995,Boeing 737-298C,9Q-CNI,02-JAN-1995,0,Kinshasa-N'D...,A1
03-JAN-1995,DHC-6 Twin Otter 310,P2-IAA,03-JAN-1995,0,Bili,A1
04-JAN-1995,Fokker 50?,,04-JAN-1995,0,Port Sudan A...,H2
05-JAN-1995,Lockheed L-1329-25 JetStar II,1003,05-JAN-1995,12,near Isfahan-Shah...,A1
05-JAN-1995,Fokker 50,LN-BBA,05-JAN-1995,0,Ålesund-Vigr...,A2
08-JAN-1995,Cessna 208 Caravan I,VH-MMV,08-JAN-1995,0,Toogoolawah ...,A2
10-JAN-1995,DHC-6 Twin Otter 300,PK-NUK,10-JAN-1995,14,Molo Strait,A1
10-JAN-1995,Douglas DC-9-14,HK-3839X,10-JAN-1995,51,near Maria La Baja,A1
10-JAN-1995,Rockwell Sabreliner 60,N771WW,10-JAN-1995,0,Lexington-Bl...,O1
11-JAN-1995,Cessna 208B Super Cargomaster,N746FE,11-JAN-1995,1,near Flagstaff-Pu...,A1
11-JAN-1995,Learjet 35,C-GPUN,11-JAN-1995,5,near Masset Airpo...,A1
11-JAN-1995,Cessna S550 Citation S/II,N287MC,11-JAN-1995,0,Newton Munic...,A2
12-JAN-1995,Cessna 208B Super Cargomaster,N754FE,12-JAN-1995,1,"Pleasanton, CA",A1
14-JAN-1995,Yakovlev Yak-40,RA-87565,14-JAN-1995,0,Tobolsk Airp...,A2
15-JAN-1995,Swearingen SA226-TC Metro II,N622SP,15-JAN-1995,1,"near Neuquén, NE",C2
16-JAN-1995,Boeing 737-281,PK-JHF,16-JAN-1995,0,Yogyakarta-A...,A1
16-JAN-1995,Antonov An-26,,16-JAN-1995,6,North Angola,C1
17-JAN-1995,DHC-6 Twin Otter 300,9N-ABI,17-JAN-1995,2,Kathmandu-Tr...,A1
18-JAN-1995,Cessna 208B Super Cargomaster,N9461R,18-JAN-1995,0,near Lubbock Inte...,A2
18-JAN-1995,Antonov An-32B,UR-48074,18-JAN-1995,0,Kinshasa-N'D...,A1
20-JAN-1995,Dassault Falcon 20E,F-GHLN,20-JAN-1995,10,Paris-Le Bou...,A1
20-JAN-1995,Let L-410UVP,RA-67120,20-JAN-1995,3,near Krasnoyarsk ...,A1
21-JAN-1995,Tupolev Tu-154B-2,UN-85455,21-JAN-1995,0,Karachi Inte...,A1
23-JAN-1995,Let L-410UVP,UR-67115,23-JAN-1995,0,near Provedenia A...,A1
25-JAN-1995,Cessna 550 Citation II,D-CHVB,25-JAN-1995,2,Allendorf,A1
25-JAN-1995,Yakovlev Yak-40,RA-87464,25-JAN-1995,0,Rostov Airpo...,A1
25-JAN-1995,BN-2A-27 Islander,C-GSGK,25-JAN-1995,0,"Paungassi, MN",A1
26-JAN-1995,Antonov An-26B,UN-26080,26-JAN-1995,0,Koundara-Sam...,A1
28-JAN-1995,Beech 200 Super King Air,D2-ECH,28-JAN-1995,2,near Cafunfo Airp...,C1
28-JAN-1995,Boeing 747-238B,N706CK,28-JAN-1995,0,Detroit-Will...,A2
29-JAN-1995,DC-8-62AF,N791AL,29-JAN-1995,0,Manaus-Eduar...,A2
30-JAN-1995,ATR 72-202,B-22717,30-JAN-1995,4,near Taipei,A1
31-JAN-1995,Boeing 727-21F,D2-TJB,31-JAN-1995,0,Huambo Airpo...,A1
??-JAN-1995,Ilyushin Il-22M15,UN-75915,??-JAN-1995,0,Almaty Airpo...,A1
01-FEB-1995,Antonov An-28,CCCP-28797,01-FEB-1995,0,Mys Shmidta ...,A1
02-FEB-1995,Boeing 737-2A1,PP-SMV,02-FEB-1995,0,São Paulo-Gu...,A1
02-FEB-1995,Harbin Yunshuji Y-12 II,9M-TAE,02-FEB-1995,0,Kuala Lumpur...,A1
06-FEB-1995,Antonov An-24B,RA-46564,06-FEB-1995,0,Arkhangelsk ...,A1
09-FEB-1995,Antonov An-2R,LY-ALE,09-FEB-1995,,Grajewo,A1
10-FEB-1995,Antonov An-70,UR--,10-FEB-1995,7,near Gostomel,A1
10-FEB-1995,Ilyushin Il-62M,RA-86693,10-FEB-1995,0,Khabarovsk-N...,O1
14-FEB-1995,Dornier Do 28D-2 Skyservant,,14-FEB-1995,3,Istanbul,A1
15-FEB-1995,Cessna 525 CitationJet,N63HB,15-FEB-1995,0,"Wauchula, FL",A2
16-FEB-1995,DC-8-63F,N782AL,16-FEB-1995,3,Kansas City ...,A1
21-FEB-1995,IAI 1124 Westwind,N66JE,21-FEB-1995,0,Denver-Stapl...,A1
21-FEB-1995,Shin Meiwa US-1A,9080,21-FEB-1995,10,near Oki Island,A1
21-FEB-1995,Beech A100 King Air,C-GYQT,21-FEB-1995,0,near Big Trout Ai...,A1
01-MAR-1995,Mitusbishi Mu-300 Diamond IA,C-GLIG,01-MAR-1995,0,Jasper-Hinto...,A1
03-MAR-1995,Cessna 208B Grand Caravan,N227DM,03-MAR-1995,2,near Gainesville-...,A1
03-MAR-1995,IAI 1124A Westwind II,N311BR,03-MAR-1995,0,Gillette-Cam...,A2
04-MAR-1995,Harbin Yunshuji Y-12,PNP-224,04-MAR-1995,0,"Bom Jesus, AC",A1
05-MAR-1995,Beech 1900C,N130UE,05-MAR-1995,0,Minneapolis-...,A2
12-MAR-1995,Douglas C-47B (DC-3),C-FDTT,12-MAR-1995,0,"Lac Manitou, QC",A2
12-MAR-1995,Shorts 360-200,N376MQ,12-MAR-1995,0,San Juan-Lui...,A2
12-MAR-1995,Lockheed L-1011 TriStar 500,N724DA,12-MAR-1995,0,San Juan-Lui...,A2
13-MAR-1995,Lockheed L-188A Electra,9Q-CDG,13-MAR-1995,0,Kinshasa-N'D...,A1
14-MAR-1995,Antonov An-12B,RA-11337,14-MAR-1995,0,near Baku,A1
16-MAR-1995,Antonov An-26B,RA-26084,16-MAR-1995,9,near Ossora Airport,A1
16-MAR-1995,DHC-6 Twin Otter 200,N37ST,16-MAR-1995,0,"near Oahu Island,...",A1
17-MAR-1995,DC-9-15,HK-3564X,17-MAR-1995,0,Barranquilla...,O1
17-MAR-1995,Boeing 737-260,ET-AJB,17-MAR-1995,0,El Obeid Air...,H2
18-MAR-1995,Convair CV-440,N137CA,18-MAR-1995,0,Cap Haitien ...,A1
20-MAR-1995,Cessna 208B Grand Caravan,9M-PMN,20-MAR-1995,0,Tawau Airpor...,A1
22-MAR-1995,Cessna 208B Super Cargomaster,N9417B,22-MAR-1995,1,"Reno, NV",A1
23-MAR-1995,Douglas DC-3C,C-GCXD,23-MAR-1995,0,Lac Bondesir...,A1
25-MAR-1995,Lockheed P-3C Orion,158217,25-MAR-1995,0,near Masirah Airp...,A1
27-MAR-1995,Antonov An-12,RA-13340,27-MAR-1995,0,Bunia Airpor...,A1
28-MAR-1995,Fokker F-28 Fellowship 4000,PK-GQB,28-MAR-1995,0,Bandung-Huse...,A2
31-MAR-1995,Airbus A310-324,YR-LCC,31-MAR-1995,60,near Bucharest-Ot...,A1
01-APR-1995,Antonov An-2,,01-APR-1995,1,near Kenema Airpo...,A1
04-APR-1995,Harbin Yunshuji Y-12 II,OB-1498/333,04-APR-1995,3,near Iquitos Airp...,A1
04-APR-1995,Antonov An-26B,RA-26049,04-APR-1995,0,Palana Airport,A1
06-APR-1995,Transall C-160NG,F-222/64-GV,06-APR-1995,0,near Occhiatana,A1
07-APR-1995,Hawker Siddeley HS-125-400,N41953,07-APR-1995,0,Santo Doming...,A1
08-APR-1995,Convair CV-580,HK-3675,08-APR-1995,0,Espinal-Agua...,A1
08-APR-1995,Boeing 747-2U3B,PK-GSE,08-APR-1995,0,near London-Gatwi...,A2
11-APR-1995,Cessna 208A Caravan I,PT-OGO,11-APR-1995,0,Luziânia Air...,A1
12-APR-1995,Beech 200 Super King Air,P2-IAH,12-APR-1995,0,Lae-Nadzab A...,A1
13-APR-1995,Antonov An-2R,RA-40845,13-APR-1995,0,"Tyugalbuga, ...",A1
13-APR-1995,Yakovlev Yak-40K,UN-88181,13-APR-1995,0,Dzhambul Air...,A2
13-APR-1995,AMI C-47TP (DC-3T),ZS-LYW,13-APR-1995,2,Kikwangala,A1
13-APR-1995,Boeing 737-4Y0,EI-CEU,13-APR-1995,0,Denver Inter...,A2
15-APR-1995,Tupolev Tu-134A-3,OB-1553,15-APR-1995,0,Lima-J Chave...,A1
17-APR-1995,Learjet C-21A (Learjet 35A),84-0136,17-APR-1995,8,near Alexander Ci...,A1
17-APR-1995,Douglas C-54G (DC-4),N898AL,17-APR-1995,0,Kivalina Air...,A1
19-APR-1995,Antonov An-2R,SP-WNY,19-APR-1995,,Qom,A1
21-APR-1995,CASA C-212 Aviocar 200,EB-50,21-APR-1995,7,near Apolo,A1
21-APR-1995,Boeing 747-2F6B,N742PR,21-APR-1995,0,near Sydney-Kings...,A2
23-APR-1995,DHC-6 Twin Otter 300,5N-AJQ,23-APR-1995,1,Lagos-Murtal...,A1
23-APR-1995,Fokker F-27 Friendship 200MP,NAF908,23-APR-1995,0,Lagos-Murtal...,O1
24-APR-1995,Cessna 501 Citation I/SP,N120ES,24-APR-1995,0,near San Salvador...,A1
24-APR-1995,Canadair CC-144A Challenger 601,144613,24-APR-1995,0,Halifax-Cana...,A1
26-APR-1995,Cessna 550 Citation II,N7RC,26-APR-1995,0,Walkers Cay ...,A1
27-APR-1995,IAI 1124 Westwind,VH-AJS,27-APR-1995,3,near Alice Spring...,A1
27-APR-1995,DC-9-83 (MD-83),G-DEVR,27-APR-1995,0,Manchester I...,A2
28-APR-1995,BAe BAe-748-334 Srs. 2A,4R-HVB,28-APR-1995,45,near Jaffna-Palal...,C1
28-APR-1995,Douglas DC-8-54F,N43UA,28-APR-1995,0+ 6,Guatemala Ci...,A1
29-APR-1995,BAe BAe-748-357 Srs. 2B SCD,4R-HVA,29-APR-1995,52,near Jaffna-Palal...,C1
01-MAY-1995,Swearingen SA227-CC Metro 23,C-GYYB,01-MAY-1995,3,"Sioux Falls, ON",A1
01-MAY-1995,CASA/Nurtanio NC-212 Aviocar,PK-NCS,01-MAY-1995,0,Naha Airport...,A2
01-MAY-1995,Boeing 727-21F,HK-1717,01-MAY-1995,0.0,Taguatinga A...,A2
03-MAY-1995,Grumman G-1159 Gulfstream II,N409MA,03-MAY-1995,7.0,near Quito-Marisc...,A1
04-MAY-1995,Antonov An-2,RA-19550,04-MAY-1995,3.0,near Sibay Airpor...,A1
06-MAY-1995,Cessna 550 Citation II,N26496,06-MAY-1995,0.0,Comayagua-Pa...,A2
09-MAY-1995,Antonov An-12B,RA-11127,09-MAY-1995,0.0,Lukapa Airpo...,A2
09-MAY-1995,Curtiss C-46F,HK-3079-G,09-MAY-1995,9.0,near Villavicenci...,A1
11-MAY-1995,Lockheed L-100-30 Hercules,PK-PLU,11-MAY-1995,0.0,Jayapura-Sen...,A2
13-MAY-1995,Lockheed C-130E Hercules,62-1838,13-MAY-1995,6.0,Bliss Canyon...,A1
15-MAY-1995,C-115 Buffalo (DHC-5),2361,15-MAY-1995,,Manaus Air B...,A1
16-MAY-1995,BAe Nimrod R.1P,XW666,16-MAY-1995,0.0,near Lossiemouth,A1
19-MAY-1995,Convair CV-580F SCD,EC-899,19-MAY-1995,0.0,Vitoria Airp...,A1
22-MAY-1995,Convair CV-440,CP-2142,22-MAY-1995,1.0,San Borja-Ca...,A1
23-MAY-1995,Learjet 35A,N450MC,23-MAY-1995,0.0,Rogers Munic...,A2
24-MAY-1995,Embraer EMB-110P1 Bandeirante,G-OEAA,24-MAY-1995,12.0,near Leeds/Bradfo...,A1
24-MAY-1995,Boeing 727-232,N489DA,24-MAY-1995,0.0,West Palm Be...,A2
25-MAY-1995,Douglas DC-3C,HK-3213,25-MAY-1995,5.0,near Miraflores A...,A1
28-MAY-1995,Boeing 747-467,VR-HOX,28-MAY-1995,0.0,near Hong Kong-Ka...,A2
31-MAY-1995,Fokker F-28 Fellowship 1000,P2-ANB,31-MAY-1995,0.0,Madang Airpo...,A1
??-MAY-1995,BN-2A-8 Islander,N454CT,??-MAY-1995,,,U1
03-JUN-1995,Airbus A320-211,N326US,03-JUN-1995,0.0,Minneapolis-...,A2
05-JUN-1995,Lockheed L-100-30 Hercules,N906SJ,05-JUN-1995,0.0,Nixon Fork M...,A2
07-JUN-1995,Let L-410UVP,146,07-JUN-1995,2.0,Lielvarde Ai...,A1
07-JUN-1995,Shorts SC.7 Skyvan 3-100,OE-FDL,07-JUN-1995,0.0,Hohenems Air...,A1
08-JUN-1995,DC-9-32,N908VJ,08-JUN-1995,0.0,Atlanta-Will...,A1
